Types,OHSP-350
version,1.60.2
Describe,OHS
Test date,2026-02-25
Test time,19:42:52
E(lx),78.57
Candle E(fc),7.30
CCT(K),1001
Duv,-0.00694
CIE x,0.6927
CIE y,0.3072
CIE u,0.5228
CIE v,0.3477
CIE u',0.5228
CIE v',0.5215
SDCM,100.00
Ra,4.2
R1,-4
R2,74
R3,24
R4,-37
R5,-7
R6,91
R7,-10
R8,-97
R9,-100
R10,66
R11,-23
R12,78
R13,21
R14,56
R15,-53
Ee(mW/c©O),0.034
S/P,0.050
Dominant(nm),620.60
Purity(%),100.0
Half width(nm),13.1
Peak(nm),627.1
Center(nm),626.1
Centroid(nm),624.2
R ratio(%),98.2
G ratio(%),1.8
B ratio(%),0.0
CIE1931 X,259.451
CIE1931 Y,115.041
CIE1931 Z,0.049
TLCI-2012,1
Integral Time(ms),220.00
Peak Signal,54108
Dark Signal,2619
Compensate level,2964
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000000,
381,0.000000,
382,0.000000,
383,0.000000,
384,0.000000,
385,0.000000,
386,0.000000,
387,0.000000,
388,0.000000,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000000,
394,0.000000,
395,0.000000,
396,0.000000,
397,0.000000,
398,0.000000,
399,0.000000,
400,0.000000,
401,0.000000,
402,0.000000,
403,0.000000,
404,0.000000,
405,0.000000,
406,0.000000,
407,0.000000,
408,0.000000,
409,0.000000,
410,0.000000,
411,0.000000,
412,0.000000,
413,0.000000,
414,0.000000,
415,0.000000,
416,0.000000,
417,0.000000,
418,0.000000,
419,0.000000,
420,0.000000,
421,0.000000,
422,0.000000,
423,0.000000,
424,0.000000,
425,0.000000,
426,0.000000,
427,0.000000,
428,0.000000,
429,0.000000,
430,0.000000,
431,0.000000,
432,0.000000,
433,0.000000,
434,0.000000,
435,0.000000,
436,0.000000,
437,0.000000,
438,0.000000,
439,0.000000,
440,0.000000,
441,0.000000,
442,0.000000,
443,0.000000,
444,0.000000,
445,0.000000,
446,0.000000,
447,0.000000,
448,0.000000,
449,0.000000,
450,0.000000,
451,0.000000,
452,0.000000,
453,0.000000,
454,0.000000,
455,0.000000,
456,0.000000,
457,0.000000,
458,0.000000,
459,0.000000,
460,0.000000,
461,0.000000,
462,0.000000,
463,0.000000,
464,0.000000,
465,0.000000,
466,0.000000,
467,0.000000,
468,0.000000,
469,0.000000,
470,0.000000,
471,0.000000,
472,0.000000,
473,0.000000,
474,0.000000,
475,0.000000,
476,0.000000,
477,0.000000,
478,0.000000,
479,0.000000,
480,0.000000,
481,0.000000,
482,0.000000,
483,0.000000,
484,0.000000,
485,0.000000,
486,0.000000,
487,0.000000,
488,0.000000,
489,0.000000,
490,0.000000,
491,0.000000,
492,0.000000,
493,0.000000,
494,0.000000,
495,0.000000,
496,0.000000,
497,0.000000,
498,0.000000,
499,0.000000,
500,0.000000,
501,0.000000,
502,0.000000,
503,0.000000,
504,0.000000,
505,0.000000,
506,0.000000,
507,0.000000,
508,0.000000,
509,0.000000,
510,0.000000,
511,0.000000,
512,0.000000,
513,0.000000,
514,0.000000,
515,0.000000,
516,0.000000,
517,0.000000,
518,0.000000,
519,0.000000,
520,0.000000,
521,0.000000,
522,0.000000,
523,0.000000,
524,0.000000,
525,0.000000,
526,0.000000,
527,0.000000,
528,0.000000,
529,0.000000,
530,0.000000,
531,0.000000,
532,0.000000,
533,0.000000,
534,0.000000,
535,0.000000,
536,0.000000,
537,0.000460,
538,0.000576,
539,0.000577,
540,0.000290,
541,0.000000,
542,0.000000,
543,0.000000,
544,0.000000,
545,0.000000,
546,0.000000,
547,0.000000,
548,0.000000,
549,0.000000,
550,0.000000,
551,0.000000,
552,0.000000,
553,0.000000,
554,0.000000,
555,0.000000,
556,0.000000,
557,0.000000,
558,0.000000,
559,0.000000,
560,0.000000,
561,0.000000,
562,0.000000,
563,0.000000,
564,0.000000,
565,0.000000,
566,0.000000,
567,0.000000,
568,0.000000,
569,0.000000,
570,0.000000,
571,0.000000,
572,0.000000,
573,0.000000,
574,0.000000,
575,0.000000,
576,0.000669,
577,0.005293,
578,0.006918,
579,0.007097,
580,0.004269,
581,0.002163,
582,0.005175,
583,0.007568,
584,0.011927,
585,0.017917,
586,0.025579,
587,0.035600,
588,0.039735,
589,0.052706,
590,0.075736,
591,0.100611,
592,0.136674,
593,0.171536,
594,0.211073,
595,0.267831,
596,0.329921,
597,0.414355,
598,0.508080,
599,0.596795,
600,0.710590,
601,0.840913,
602,0.975747,
603,1.151499,
604,1.355182,
605,1.590375,
606,1.866437,
607,2.144707,
608,2.501925,
609,2.915812,
610,3.341528,
611,3.892687,
612,4.511535,
613,5.121825,
614,5.872208,
615,6.673402,
616,7.424772,
617,8.291870,
618,9.187465,
619,10.043795,
620,11.107555,
621,12.345782,
622,13.679706,
623,15.453939,
624,17.481321,
625,19.521387,
626,21.078577,
627,21.682304,
628,21.398911,
629,20.070694,
630,18.129580,
631,15.293395,
632,12.175279,
633,9.659630,
634,7.336983,
635,5.544127,
636,4.358859,
637,3.350589,
