Types,OHSP-350
version,1.60.2
Describe,OHS
Test date,2026-02-25
Test time,19:44:58
E(lx),1355.33
Candle E(fc),125.91
CCT(K),2135
Duv,0.00990
CIE x,0.5354
CIE y,0.4473
CIE u,0.2935
CIE v,0.3678
CIE u',0.2935
CIE v',0.5517
SDCM,19.32
Ra,29.2
R1,12
R2,66
R3,55
R4,-11
R5,13
R6,29
R7,54
R8,16
R9,-16
R10,41
R11,-44
R12,5
R13,19
R14,67
R15,38
Ee(mW/c©O),0.410
S/P,1.265
Dominant(nm),585.20
Purity(%),95.0
Half width(nm),13.8
Peak(nm),627.8
Center(nm),626.2
Centroid(nm),594.8
R ratio(%),46.2
G ratio(%),53.6
B ratio(%),0.2
CIE1931 X,2375.270
CIE1931 Y,1984.374
CIE1931 Z,76.842
TLCI-2012,4
Integral Time(ms),28.00
Peak Signal,52545
Dark Signal,2219
Compensate level,2964
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
718,0.000000,
719,0.000000,
720,0.000000,
721,0.000000,
722,0.000000,
723,0.000000,
724,0.000000,
725,0.000000,
726,0.000000,
727,0.000000,
728,0.000000,
729,0.000000,
730,0.000000,
731,0.000000,
732,0.000000,
733,0.000000,
734,0.000000,
735,0.000000,
736,0.000000,
737,0.000000,
738,0.000000,
739,0.000000,
740,0.000000,
741,0.000000,
742,0.000000,
743,0.000000,
744,0.000000,
745,0.000000,
746,0.000000,
747,0.000000,
748,0.000000,
749,0.000000,
750,0.000000,
751,0.000000,
752,0.000000,
753,0.000000,
754,0.000000,
755,0.000000,
756,0.000000,
757,0.000000,
758,0.000000,
759,0.000000,
760,0.000000,
761,0.000000,
762,0.000000,
763,0.000000,
764,0.000000,
765,0.000000,
766,0.000000,
767,0.000000,
768,0.000000,
769,0.000000,
770,0.000000,
771,0.000000,
772,0.000000,
773,0.000000,
774,0.000000,
775,0.000000,
776,0.000000,
777,0.000000,
778,0.000000,
779,0.000000,
780,0.000000,
