類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:46:27
照度E(lx),273.30
燭光E(fc),25.39
相關色溫(K),2325
黑體偏離Duv,0.00891
CIE x,0.5125
CIE y,0.4443
CIE u,0.2805
CIE v,0.3648
CIE u',0.2805
CIE v',0.5473
色容差,12.74
顯色指數Ra,25.0
R1,-0
R2,62
R3,54
R4,-6
R5,19
R6,50
R7,41
R8,-19
R9,-77
R10,43
R11,-34
R12,53
R13,7
R14,65
R15,14
輻照度Ee(mW/c㎡),0.086
明暗視覺比S/P,1.370
主波長(nm),584.00
色純度(%),87.3
半寬度(nm),13.6
峰值波長(nm),630.2
中心波長(nm),628.9
質心波長(nm),593.6
紅色比(%),43.1
綠色比(%),56.2
藍色比(%),0.8
CIE1931 X,461.506
CIE1931 Y,400.150
CIE1931 Z,38.919
TLCI-2012,18
積分時間(ms),140.00
峰值信號,51244
暗信號,2419
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
714,0.000000,
715,0.000000,
716,0.000000,
717,0.000000,
718,0.000000,
719,0.000000,
720,0.000000,
721,0.000000,
722,0.000000,
723,0.000000,
724,0.000000,
725,0.000000,
726,0.000000,
727,0.000000,
728,0.000000,
729,0.000000,
730,0.000000,
731,0.000000,
732,0.000000,
733,0.000000,
734,0.000000,
735,0.000000,
736,0.000000,
737,0.000000,
738,0.000000,
739,0.000000,
740,0.000000,
741,0.000000,
742,0.000000,
743,0.000000,
744,0.000000,
745,0.000000,
746,0.000000,
747,0.000000,
748,0.000000,
749,0.000000,
750,0.000000,
751,0.000000,
752,0.000000,
753,0.000000,
754,0.000000,
755,0.000000,
756,0.000000,
757,0.000000,
758,0.000000,
759,0.000000,
760,0.000000,
761,0.000000,
762,0.000000,
763,0.000000,
764,0.000000,
765,0.000000,
766,0.000000,
767,0.000000,
768,0.000000,
769,0.000000,
770,0.017410,
771,0.019783,
772,0.019704,
773,0.010310,
774,0.000000,
775,0.000000,
776,0.000000,
777,0.000000,
778,0.000000,
779,0.000000,
780,0.000000,
